Date,Open,High,Low,Close,Adj Close,Volume
2016-06-23,23.990000,29.610001,23.660000,28.790001,28.790001,21272000
2016-06-24,27.540001,28.739000,26.049999,26.299999,26.299999,4667800
2016-06-27,27.350000,28.190001,26.299999,27.250000,27.250000,3907500
2016-06-28,30.400000,33.410999,29.570000,29.920000,29.920000,10608500
2016-06-29,31.980000,37.189999,31.750000,37.080002,37.080002,13783000
2016-06-30,39.680000,41.889999,34.799999,36.500000,36.500000,18512600
2016-07-01,36.970001,37.340000,33.650002,34.029999,34.029999,7005300
2016-07-05,34.869999,35.430000,33.070000,34.040001,34.040001,3998700
2016-07-06,33.410000,37.930000,33.270000,37.930000,37.930000,5074100
2016-07-07,38.410000,38.619999,36.000000,36.509998,36.509998,4066600
2016-07-08,37.250000,37.400002,35.250000,35.540001,35.540001,3250100
2016-07-11,36.299999,38.299999,35.790001,37.299999,37.299999,5734700
2016-07-12,37.990002,38.939999,36.814999,38.299999,38.299999,4178900
2016-07-13,41.290001,42.750000,40.209999,42.250000,42.250000,8547900
2016-07-14,43.400002,44.799999,40.799999,41.750000,41.750000,7230800
2016-07-15,42.740002,43.750000,41.200001,43.000000,43.000000,2921400
2016-07-18,41.250000,42.484001,40.150002,41.029999,41.029999,3758300
2016-07-19,40.529999,41.000000,39.040001,39.070000,39.070000,2223600
2016-07-20,39.500000,42.574001,38.509998,41.730000,41.730000,4511900
2016-07-21,41.709999,42.549999,39.830002,40.119999,40.119999,2634100
2016-07-22,40.320000,41.759998,40.099998,40.810001,40.810001,1938000
2016-07-25,40.700001,41.490002,39.570000,40.750000,40.750000,2240800
2016-07-26,40.549999,41.782001,39.750000,40.389999,40.389999,2247900
2016-07-27,40.919998,43.250000,40.770000,42.540001,42.540001,4813900
2016-07-28,42.959999,43.700001,41.020000,42.169998,42.169998,4156600
2016-07-29,42.750000,42.881001,40.549999,40.630001,40.630001,4887700
2016-08-01,40.630001,41.639999,39.110001,39.330002,39.330002,2661800
2016-08-02,39.099998,40.250000,37.500000,37.930000,37.930000,2648000
