,Open,High,Low,Close,Volume
2021-04-26 17:00:00-04:00,723.01,738.2,698.1203,725.88,0
2021-04-26 18:00:00-04:00,725.56,738.2,718.5,718.9,0
2021-04-26 19:00:00-04:00,718.6,722.5,718.6,719.85,0
2021-04-27 04:00:00-04:00,720.02,722.5,717.0,719.5,0
2021-04-27 05:00:00-04:00,719.51,719.8,714.16,715.94,0
2021-04-27 06:00:00-04:00,715.98,721.0,715.46,720.8,0
2021-04-27 07:00:00-04:00,720.7,724.99,719.0,720.68,0
2021-04-27 08:00:00-04:00,720.7,738.2,720.28,721.58,0
2021-04-27 09:00:00-04:00,721.75,722.47,715.45,718.1,0
2021-04-27 09:30:00-04:00,717.9600219726562,724.0,705.22998046875,708.3975219726562,11649383
2021-04-27 10:30:00-04:00,708.3287963867188,714.6400146484375,705.0999755859375,713.8817138671875,5182411
2021-04-27 11:30:00-04:00,713.9031982421875,717.9699096679688,711.2000122070312,713.219970703125,3352919
2021-04-27 12:30:00-04:00,713.2299194335938,714.0899047851562,708.6500854492188,710.6900024414062,1991700
2021-04-27 13:30:00-04:00,710.6699829101562,711.3599853515625,706.4100952148438,709.4299926757812,2136883
2021-04-27 14:30:00-04:00,709.4498901367188,710.0,706.1500854492188,708.3200073242188,2103525
2021-04-27 15:30:00-04:00,708.3001098632812,708.4000244140625,703.35009765625,704.739990234375,2241704
2021-04-27 16:00:00-04:00,704.74,710.897,702.0,703.77,0
2021-04-27 17:00:00-04:00,703.94,704.74,654.8398,703.69,0
2021-04-27 18:00:00-04:00,703.74,704.33,702.01,702.25,0
2021-04-27 19:00:00-04:00,702.3,703.0,700.88,701.63,0
2021-04-28 04:00:00-04:00,700.0,701.63,696.0,698.2,0
2021-04-28 05:00:00-04:00,698.16,701.86,697.15,697.3,0
2021-04-28 06:00:00-04:00,697.3,698.0,695.0,696.36,0
2021-04-28 07:00:00-04:00,696.36,698.49,692.56,693.51,0
2021-04-28 08:00:00-04:00,693.5,706.501,691.5,693.35,0
2021-04-28 09:00:00-04:00,693.35,704.74,692.3,695.19,0
2021-04-28 09:30:00-04:00,699.0,708.5,693.5999755859375,702.1934204101562,7764485
2021-04-28 10:30:00-04:00,702.1699829101562,702.8400268554688,696.3001098632812,698.0599975585938,2907034
2021-04-28 11:30:00-04:00,698.0401000976562,699.5499267578125,694.2100219726562,697.2553100585938,2276214
2021-04-28 12:30:00-04:00,697.3200073242188,702.52001953125,695.5999755859375,702.00439453125,1987170
2021-04-28 13:30:00-04:00,702.0181884765625,702.6998901367188,695.7999877929688,697.5449829101562,2068922
2021-04-28 14:30:00-04:00,697.6259155273438,702.8198852539062,695.0,698.530029296875,2713357
2021-04-28 15:30:00-04:00,698.72998046875,698.7999877929688,694.030029296875,694.4600219726562,1631717
2021-04-28 16:00:00-04:00,694.4,698.0557,692.07,693.93,0
2021-04-28 17:00:00-04:00,694.14,695.49,648.4005,693.17,0
2021-04-28 18:00:00-04:00,693.17,694.4,692.8,693.27,0
2021-04-28 19:00:00-04:00,693.22,694.5,692.21,694.5,0
2021-04-29 04:00:00-04:00,699.03,704.22,698.0,702.2,0
2021-04-29 05:00:00-04:00,702.2,704.0,700.25,701.0,0
2021-04-29 06:00:00-04:00,701.53,702.5,701.0,702.0,0
2021-04-29 07:00:00-04:00,702.14,703.29,698.0,699.51,0
2021-04-29 08:00:00-04:00,699.5,702.44,694.4,699.75,0
2021-04-29 09:00:00-04:00,699.8,704.4,699.5,701.575,0
2021-04-29 09:30:00-04:00,699.8300170898438,702.25,687.8800048828125,688.280517578125,5483577
2021-04-29 10:30:00-04:00,688.6163940429688,688.6798706054688,678.2999877929688,679.52001953125,6750632
2021-04-29 11:30:00-04:00,679.7025756835938,679.7025756835938,668.5001831054688,671.7899780273438,5410800
2021-04-29 12:30:00-04:00,671.7791137695312,674.8876953125,669.0701293945312,673.4099731445312,2892704
2021-04-29 13:30:00-04:00,673.5593872070312,679.3300170898438,671.4000854492188,678.9000244140625,2679420
2021-04-29 14:30:00-04:00,678.9400024414062,684.4400024414062,677.1300048828125,678.2949829101562,3447699
2021-04-29 15:30:00-04:00,678.4400024414062,679.219970703125,676.0,677.030029296875,1617562
2021-04-29 16:00:00-04:00,677.01,677.55,672.66,675.5,0
2021-04-29 17:00:00-04:00,675.75,687.31,650.2275,674.695,0
2021-04-29 18:00:00-04:00,674.8,675.0,671.15,672.63,0
2021-04-29 19:00:00-04:00,672.77,674.4,670.88,671.0,0
2021-04-30 04:00:00-04:00,673.56,674.8,667.1,667.74,0
2021-04-30 05:00:00-04:00,667.76,672.68,666.0,670.71,0
2021-04-30 06:00:00-04:00,670.6,671.85,669.56,670.16,0
2021-04-30 07:00:00-04:00,670.06,670.49,663.0,666.55,0
2021-04-30 08:00:00-04:00,666.55,677.0,663.54,665.49,0
2021-04-30 09:00:00-04:00,665.45,665.97,663.1,665.3,0
2021-04-30 09:30:00-04:00,667.5900268554688,692.4400024414062,666.1400146484375,691.6671752929688,8714112
2021-04-30 10:30:00-04:00,691.7100219726562,699.969970703125,691.510009765625,697.3099975585938,7690954
2021-04-30 11:30:00-04:00,697.3099975585938,705.5,695.5999755859375,704.6865234375,5575813
2021-04-30 12:30:00-04:00,704.5200805664062,715.0,703.3499755859375,714.989990234375,4974655
2021-04-30 13:30:00-04:00,714.8300170898438,715.469970703125,703.0,705.6699829101562,5567825
2021-04-30 14:30:00-04:00,705.625,707.7999877929688,700.4500122070312,707.4600219726562,3465032
2021-04-30 15:30:00-04:00,707.3300170898438,709.9000244140625,702.5499877929688,709.8400268554688,3091978
2021-04-30 16:00:00-04:00,709.44,710.5,685.28,710.05,0
2021-04-30 17:00:00-04:00,710.07,734.4307,671.99,709.65,0
2021-04-30 18:00:00-04:00,709.55,710.13,709.01,709.98,0
2021-04-30 19:00:00-04:00,709.98,710.3,709.1,710.0,0
2021-05-03 04:00:00-04:00,708.02,709.9,701.17,705.54,0
2021-05-03 05:00:00-04:00,705.5,705.59,701.0,701.28,0
2021-05-03 06:00:00-04:00,701.28,702.55,698.34,699.81,0
2021-05-03 07:00:00-04:00,700.0,705.29,699.62,704.03,0
2021-05-03 08:00:00-04:00,704.25,709.44,702.0,704.22,0
2021-05-03 09:00:00-04:00,704.4,707.98,703.25,706.72,0
2021-05-03 09:30:00-04:00,703.7999877929688,706.0,689.25,696.0009155273438,8507265
2021-05-03 10:30:00-04:00,696.239990234375,697.2199096679688,684.3450927734375,684.77001953125,4704707
2021-05-03 11:30:00-04:00,684.5,689.780029296875,682.4099731445312,688.3300170898438,3517735
2021-05-03 12:30:00-04:00,687.989990234375,688.2479248046875,682.760009765625,682.760009765625,2300714
2021-05-03 13:30:00-04:00,682.9089965820312,685.219970703125,680.5,683.27001953125,2507745
2021-05-03 14:30:00-04:00,683.4000244140625,689.4298706054688,681.2769775390625,686.7553100585938,3172950
2021-05-03 15:30:00-04:00,686.7009887695312,687.489990234375,683.5,684.7899780273438,1753244
2021-05-03 16:00:00-04:00,684.8748,685.68,683.0,683.675,0
2021-05-03 17:00:00-04:00,683.55,726.875,635.709,682.595,0
2021-05-03 18:00:00-04:00,682.5,683.5,682.23,682.4,0
2021-05-03 19:00:00-04:00,682.65,683.25,681.23,681.3,0
2021-05-04 04:00:00-04:00,681.19,688.86,680.5,687.47,0
2021-05-04 05:00:00-04:00,687.41,687.94,681.71,682.5,0
2021-05-04 06:00:00-04:00,682.5,686.66,681.98,685.0,0
2021-05-04 07:00:00-04:00,684.89,685.0,682.0,683.81,0
2021-05-04 08:00:00-04:00,683.6,684.99,671.95,672.55,0
2021-05-04 09:00:00-04:00,672.81,675.8,672.25,673.26,0
2021-05-04 09:30:00-04:00,680.4400024414062,683.4464111328125,658.590087890625,671.7000122070312,9245894
2021-05-04 10:30:00-04:00,671.6199951171875,674.5700073242188,660.6599731445312,664.3099975585938,5108992
2021-05-04 11:30:00-04:00,664.3624267578125,666.7999877929688,657.7009887695312,665.0,4145554
2021-05-04 12:30:00-04:00,665.0999755859375,668.0,660.0,666.1168212890625,2449843
2021-05-04 13:30:00-04:00,666.1199951171875,668.8599853515625,660.8900146484375,664.7335205078125,2632955
2021-05-04 14:30:00-04:00,664.8143920898438,668.97998046875,663.5,665.9915161132812,2326736
2021-05-04 15:30:00-04:00,666.0399780273438,674.1799926757812,664.9000244140625,674.1799926757812,2284023
2021-05-04 16:00:00-04:00,673.6,675.81,641.5638,673.8,0
2021-05-04 17:00:00-04:00,673.67,705.051,641.56384,673.7,0
2021-05-04 18:00:00-04:00,673.77,678.5,673.51,677.22,0
2021-05-04 19:00:00-04:00,677.0,677.4,675.0,675.1,0
2021-05-05 04:00:00-04:00,677.3,679.79,676.8,679.15,0
2021-05-05 05:00:00-04:00,679.3,681.0,676.63,677.48,0
2021-05-05 06:00:00-04:00,677.47,678.7,676.0,677.59,0
2021-05-05 07:00:00-04:00,677.52,684.0,674.5,683.99,0
2021-05-05 08:00:00-04:00,683.99,684.75,673.6,682.89,0
2021-05-05 09:00:00-04:00,682.18,683.0,678.4,681.25,0
2021-05-05 09:30:00-04:00,679.7664794921875,685.2954711914062,667.5595703125,671.47998046875,7421497
2021-05-05 10:30:00-04:00,671.4249877929688,683.0,671.3983154296875,675.52001953125,3383176
2021-05-05 11:30:00-04:00,675.52001953125,682.0,672.6900024414062,673.2100219726562,2231962
2021-05-05 12:30:00-04:00,673.2852172851562,674.5,668.5800170898438,673.7852172851562,2053885
2021-05-05 13:30:00-04:00,673.7896118164062,675.4299926757812,670.030029296875,673.0800170898438,1699148
2021-05-05 14:30:00-04:00,673.0,674.3499755859375,667.3400268554688,669.0499877929688,2331385
2021-05-05 15:30:00-04:00,669.2254028320312,673.2999877929688,668.5,671.280029296875,1583289
2021-05-05 16:00:00-04:00,670.94,673.4015,669.0,669.775,0
2021-05-05 17:00:00-04:00,669.775,688.727,648.94434,668.58,0
2021-05-05 18:00:00-04:00,668.47,670.0,668.15,668.15,0
2021-05-05 19:00:00-04:00,668.16,668.96,666.18,666.6,0
2021-05-06 04:00:00-04:00,674.11,674.89,668.96,670.5,0
2021-05-06 05:00:00-04:00,670.49,670.92,664.0,664.64,0
2021-05-06 06:00:00-04:00,664.64,686.0,662.8,681.63,0
2021-05-06 07:00:00-04:00,681.78,690.4,675.25,676.89,0
2021-05-06 08:00:00-04:00,676.84,684.22,670.94,677.91,0
2021-05-06 09:00:00-04:00,677.85,682.5,674.9,681.03,0
2021-05-06 09:30:00-04:00,677.8400268554688,680.864990234375,656.1599731445312,659.0358276367188,8213786
2021-05-06 10:30:00-04:00,659.0399780273438,663.8300170898438,650.0,658.869873046875,5288109
2021-05-06 11:30:00-04:00,658.75,669.5999755859375,657.22998046875,669.3300170898438,3848325
2021-05-06 12:30:00-04:00,669.4000244140625,669.77001953125,662.2999877929688,663.989990234375,2340113
2021-05-06 13:30:00-04:00,663.760009765625,665.4400024414062,655.590576171875,656.03369140625,2315609
2021-05-06 14:30:00-04:00,656.0,660.2899780273438,652.72998046875,658.8493041992188,2995390
2021-05-06 15:30:00-04:00,658.8200073242188,664.5,657.6300048828125,663.7000122070312,1959264
2021-05-06 16:00:00-04:00,663.54,664.43,662.12,663.325,0
2021-05-06 17:00:00-04:00,663.325,697.3303,663.2,665.78,0
2021-05-06 18:00:00-04:00,665.65,667.0,664.5,665.01,0
2021-05-06 19:00:00-04:00,665.0,665.5,664.0,664.87,0
2021-05-07 04:00:00-04:00,665.0,667.2,663.0,665.59,0
2021-05-07 05:00:00-04:00,665.5,667.62,664.72,666.52,0
2021-05-07 06:00:00-04:00,666.52,669.08,666.0,668.34,0
2021-05-07 07:00:00-04:00,668.27,668.27,657.91,658.76,0
2021-05-07 08:00:00-04:00,658.76,667.69,655.63,658.7,0
2021-05-07 09:00:00-04:00,659.12,674.93,658.07,669.2,0
2021-05-07 09:30:00-04:00,664.0501098632812,679.7100219726562,660.219970703125,675.3599853515625,6921055
2021-05-07 10:30:00-04:00,675.489990234375,690.0,675.0800170898438,677.3308715820312,3906807
2021-05-07 11:30:00-04:00,677.4600219726562,678.1798706054688,670.58837890625,671.1900024414062,2317330
2021-05-07 12:30:00-04:00,671.2249755859375,674.5499267578125,667.6704711914062,668.239990234375,2152021
2021-05-07 13:30:00-04:00,668.2899780273438,670.8699951171875,664.0999755859375,670.378173828125,2381961
2021-05-07 14:30:00-04:00,670.47998046875,674.4406127929688,665.3001098632812,671.219970703125,2766669
2021-05-07 15:30:00-04:00,671.4000244140625,673.0,669.010009765625,672.3699951171875,2116113
2021-05-07 16:00:00-04:00,672.36,672.75,670.4,672.415,0
2021-05-07 17:00:00-04:00,672.415,672.5,670.55,670.74,0
2021-05-07 18:00:00-04:00,670.64,671.45,636.721,671.42,0
2021-05-07 19:00:00-04:00,670.88,671.4,669.35,669.35,0
2021-05-10 04:00:00-04:00,669.0,672.37,663.98,667.0,0
2021-05-10 05:00:00-04:00,667.0,667.99,664.7,666.03,0
2021-05-10 06:00:00-04:00,666.03,666.8,665.14,666.21,0
2021-05-10 07:00:00-04:00,666.24,670.0,665.49,667.52,0
2021-05-10 08:00:00-04:00,667.57,672.37,665.51,665.54,0
2021-05-10 09:00:00-04:00,665.84,668.65,665.0,666.025,0
2021-05-10 09:30:00-04:00,664.0,664.52001953125,645.5499877929688,648.0,7863580
2021-05-10 10:30:00-04:00,647.7999877929688,649.2899780273438,640.530029296875,646.0399780273438,4954680
2021-05-10 11:30:00-04:00,645.881103515625,648.47998046875,640.6729736328125,645.2349853515625,3227000
2021-05-10 12:30:00-04:00,645.2449951171875,645.3800048828125,638.010009765625,638.1849975585938,3303794
2021-05-10 13:30:00-04:00,638.22998046875,639.748291015625,632.2642822265625,635.4299926757812,4089465
2021-05-10 14:30:00-04:00,635.3099975585938,637.8599853515625,631.0,632.0,3325027
2021-05-10 15:30:00-04:00,632.1099853515625,633.1300048828125,627.610107421875,629.0399780273438,3249378
2021-05-10 16:00:00-04:00,629.05,643.6757,625.52,626.11,0
2021-05-10 17:00:00-04:00,625.85,637.3943,594.3277,624.175,0
2021-05-10 18:00:00-04:00,624.27,624.99,622.85,623.48,0
2021-05-10 19:00:00-04:00,623.44,624.75,620.1,620.11,0
2021-05-11 04:00:00-04:00,620.11,620.11,601.5,604.59,0
2021-05-11 05:00:00-04:00,604.59,607.99,603.01,605.65,0
2021-05-11 06:00:00-04:00,605.66,606.98,604.25,606.42,0
2021-05-11 07:00:00-04:00,606.39,606.99,585.0,586.14,0
2021-05-11 08:00:00-04:00,586.29,606.8996,579.28,579.95,0
2021-05-11 09:00:00-04:00,579.95,599.56,578.0,599.18,0
2021-05-11 09:30:00-04:00,599.239990234375,625.5999755859375,595.5999755859375,604.4299926757812,18562356
2021-05-11 10:30:00-04:00,604.510009765625,618.4000244140625,600.2999877929688,615.3800048828125,8443518
2021-05-11 11:30:00-04:00,615.4500122070312,621.8800048828125,610.5800170898438,614.4100952148438,5066587
2021-05-11 12:30:00-04:00,614.409423828125,620.6005249023438,609.2501220703125,620.1859741210938,3494753
2021-05-11 13:30:00-04:00,620.2545166015625,624.9882202148438,615.5499877929688,622.8800048828125,4047031
2021-05-11 14:30:00-04:00,622.7000122070312,627.0999145507812,615.890380859375,624.4000244140625,3803208
2021-05-11 15:30:00-04:00,624.510009765625,625.056884765625,616.780029296875,617.0399780273438,2469778
2021-05-11 16:00:00-04:00,617.2,621.8699,613.0,614.23,0
2021-05-11 17:00:00-04:00,614.83,659.0707,580.051,615.5,0
2021-05-11 18:00:00-04:00,615.4,617.2,615.4,617.0,0
2021-05-11 19:00:00-04:00,617.03,617.03,614.5,615.75,0
2021-05-12 04:00:00-04:00,618.3,620.0,612.59,614.74,0
2021-05-12 05:00:00-04:00,614.83,618.07,610.0,615.0,0
2021-05-12 06:00:00-04:00,615.65,616.0,611.5,615.67,0
2021-05-12 07:00:00-04:00,615.89,617.2,611.0,613.79,0
2021-05-12 08:00:00-04:00,613.59,617.2,611.0,611.75,0
2021-05-12 09:00:00-04:00,611.7,617.529,598.71,602.255,0
2021-05-12 09:30:00-04:00,602.489990234375,620.4099731445312,601.7999877929688,604.7542114257812,8732968
2021-05-12 10:30:00-04:00,604.5399780273438,608.22998046875,599.0,602.635009765625,5011772
2021-05-12 11:30:00-04:00,602.4500122070312,602.9500122070312,592.0599975585938,596.8699951171875,4901470
2021-05-12 12:30:00-04:00,596.7899780273438,606.8400268554688,595.760009765625,601.7941284179688,3389370
2021-05-12 13:30:00-04:00,601.3709106445312,604.7360229492188,597.760009765625,600.3699951171875,2488820
2021-05-12 14:30:00-04:00,600.25,602.739990234375,591.0,593.0,4305289
2021-05-12 15:30:00-04:00,593.0,594.4000244140625,586.7650146484375,589.7999877929688,3587598
2021-05-12 16:00:00-04:00,589.89,601.8415,582.68,585.42,0
2021-05-12 17:00:00-04:00,585.42,618.0225,548.856,586.98,0
2021-05-12 18:00:00-04:00,586.9,588.5,580.0,583.45,0
2021-05-12 19:00:00-04:00,583.46,585.6,582.05,582.54,0
2021-05-13 04:00:00-04:00,581.0,581.5,571.3,572.81,0
2021-05-13 05:00:00-04:00,572.98,583.89,571.5,582.54,0
2021-05-13 06:00:00-04:00,582.54,585.9,578.42,580.82,0
2021-05-13 07:00:00-04:00,580.82,596.97,579.79,595.82,0
2021-05-13 08:00:00-04:00,595.47,602.5,580.0,596.9,0
2021-05-13 09:00:00-04:00,596.9,604.0,594.5,601.0,0
2021-05-13 09:30:00-04:00,601.5449829101562,606.4598999023438,587.5,590.8599853515625,10844254
2021-05-13 10:30:00-04:00,591.0,592.75,572.7000122070312,574.27001953125,7905584
2021-05-13 11:30:00-04:00,573.7000122070312,578.989990234375,567.969970703125,575.7999267578125,6514544
2021-05-13 12:30:00-04:00,575.823486328125,579.8300170898438,565.6500854492188,565.6599731445312,4977862
2021-05-13 13:30:00-04:00,565.6599731445312,574.5700073242188,559.6500244140625,572.0098876953125,6073530
2021-05-13 14:30:00-04:00,571.9099731445312,577.0,565.4000244140625,569.125,4426553
2021-05-13 15:30:00-04:00,568.97998046875,574.3419799804688,568.97998046875,571.5900268554688,2675688
2021-05-13 16:00:00-04:00,571.48,580.034,567.695,569.5,0
2021-05-13 17:00:00-04:00,569.55,599.8527,541.273,574.69,0
2021-05-13 18:00:00-04:00,574.7,575.6,572.0,573.6,0
2021-05-13 19:00:00-04:00,573.5,575.0,571.5,573.98,0
2021-05-14 04:00:00-04:00,581.01,587.55,578.0,584.5,0
2021-05-14 05:00:00-04:00,584.5,587.81,582.55,586.0,0
2021-05-14 06:00:00-04:00,586.0,589.75,585.22,587.71,0
2021-05-14 07:00:00-04:00,587.72,589.4,585.2,588.0,0
2021-05-14 08:00:00-04:00,588.0,589.6,585.5,588.55,0
2021-05-14 09:00:00-04:00,588.7,588.7,583.01,587.5,0
2021-05-14 09:30:00-04:00,582.0,586.409912109375,570.4600219726562,585.0046997070312,9365657
2021-05-14 10:30:00-04:00,584.7999877929688,592.8699951171875,583.469970703125,584.4500122070312,6630024
2021-05-14 11:30:00-04:00,584.2100219726562,587.739990234375,578.5,583.6179809570312,3726719
2021-05-14 12:30:00-04:00,583.6162719726562,586.0,577.4199829101562,580.7899780273438,2518789
2021-05-14 13:30:00-04:00,580.8400268554688,583.719970703125,575.510009765625,583.39208984375,3035680
2021-05-14 14:30:00-04:00,583.4000244140625,591.4500122070312,583.4000244140625,588.9400024414062,4406837
2021-05-14 15:30:00-04:00,588.8599853515625,591.1699829101562,586.6500244140625,589.719970703125,2723837
2021-05-14 16:00:00-04:00,589.74,590.27,588.5,589.725,0
2021-05-14 17:00:00-04:00,589.95,612.6543,550.4977,593.99,0
2021-05-14 18:00:00-04:00,593.74,594.4,592.9,593.55,0
2021-05-14 19:00:00-04:00,593.86,598.88,593.56,598.0,0
2021-05-17 04:00:00-04:00,589.74,594.0,578.0,579.28,0
2021-05-17 05:00:00-04:00,579.49,586.3,579.0,583.92,0
2021-05-17 06:00:00-04:00,583.92,584.5,577.97,580.0,0
2021-05-17 07:00:00-04:00,580.1,583.52,579.0,581.0,0
2021-05-17 08:00:00-04:00,580.91,584.0,576.26,576.7,0
2021-05-17 09:00:00-04:00,576.73,589.74,576.5,580.16,0
2021-05-17 09:30:00-04:00,579.6099853515625,589.72998046875,573.3046264648438,577.6799926757812,8732546
2021-05-17 10:30:00-04:00,577.4000244140625,584.1744995117188,575.0,576.7899780273438,4381227
2021-05-17 11:30:00-04:00,576.7050170898438,580.8699951171875,573.5,575.47998046875,3161365
2021-05-17 12:30:00-04:00,575.5800170898438,576.5999755859375,566.219970703125,568.7100219726562,3995748
2021-05-17 13:30:00-04:00,568.7899780273438,569.0,561.9299926757812,562.2100219726562,4299153
2021-05-17 14:30:00-04:00,562.1900024414062,568.948974609375,561.2000122070312,565.8410034179688,4178511
2021-05-17 15:30:00-04:00,565.989990234375,576.8870239257812,565.989990234375,576.8300170898438,2851990
2021-05-17 16:00:00-04:00,576.83,576.83,571.22,573.65,0
2021-05-17 17:00:00-04:00,573.65,612.2831,535.7356,571.5,0
2021-05-17 18:00:00-04:00,571.69,572.5,570.0,571.0,0
2021-05-17 19:00:00-04:00,571.03,573.0,569.62,571.66,0
2021-05-18 04:00:00-04:00,579.14,581.7,575.56,577.8,0
2021-05-18 05:00:00-04:00,577.8,580.0,577.7,578.72,0
2021-05-18 06:00:00-04:00,578.98,579.0,575.56,575.93,0
2021-05-18 07:00:00-04:00,575.59,576.01,569.03,570.0,0
2021-05-18 08:00:00-04:00,569.27,576.83,568.0,569.05,0
2021-05-18 09:00:00-04:00,569.5,571.4274,567.59,568.98,0
2021-05-18 09:30:00-04:00,568.0,586.75,563.3800048828125,586.6671752929688,10112883
2021-05-18 10:30:00-04:00,586.5050048828125,596.25,583.5399780273438,594.4400024414062,6545346
2021-05-18 11:30:00-04:00,594.530029296875,595.8200073242188,583.22998046875,585.4201049804688,5219360
2021-05-18 12:30:00-04:00,585.5999755859375,590.5798950195312,582.030029296875,590.4249877929688,3251502
2021-05-18 13:30:00-04:00,590.4893188476562,592.14990234375,583.1300048828125,585.2100219726562,3544505
2021-05-18 14:30:00-04:00,585.1699829101562,585.4598999023438,576.0,583.3200073242188,4945667
2021-05-18 15:30:00-04:00,583.3300170898438,585.0,576.8300170898438,577.8800048828125,2523941
2021-05-18 16:00:00-04:00,577.87,578.4,575.0,575.68,0
2021-05-18 17:00:00-04:00,577.87,612.168,574.32,574.65,0
2021-05-18 18:00:00-04:00,574.95,576.89,570.33,571.77,0
2021-05-18 19:00:00-04:00,572.2,574.0,570.85,571.0,0
2021-05-19 04:00:00-04:00,565.68,567.97,563.0,564.0,0
2021-05-19 05:00:00-04:00,563.95,567.86,563.31,566.11,0
2021-05-19 06:00:00-04:00,566.11,566.33,562.89,563.7,0
2021-05-19 07:00:00-04:00,564.0,567.88,563.4,563.99,0
2021-05-19 08:00:00-04:00,564.0,577.87,558.5,560.5,0
2021-05-19 09:00:00-04:00,560.5,560.7999,545.0,546.355,0
2021-05-19 09:30:00-04:00,552.5499877929688,561.6799926757812,546.97998046875,560.6737060546875,14212859
2021-05-19 10:30:00-04:00,560.6400146484375,560.9302978515625,551.010009765625,554.9000244140625,6669283
2021-05-19 11:30:00-04:00,554.731201171875,562.5698852539062,551.3300170898438,559.1749877929688,4336531
2021-05-19 12:30:00-04:00,559.280029296875,566.2100219726562,555.8099975585938,563.5,3633519
2021-05-19 13:30:00-04:00,563.4500122070312,564.0,556.1500244140625,563.1400756835938,3897089
2021-05-19 14:30:00-04:00,563.4000244140625,564.77001953125,557.0,560.8099975585938,3712638
2021-05-19 15:30:00-04:00,561.0,563.5999755859375,557.6400146484375,563.4249877929688,2421025
2021-05-19 16:00:00-04:00,563.46,580.985,562.5,563.125,0
2021-05-19 17:00:00-04:00,563.17,601.3812,534.3155,563.55,0
2021-05-19 18:00:00-04:00,563.48,564.18,560.1,560.42,0
2021-05-19 19:00:00-04:00,560.5,561.0,557.13,558.25,0
2021-05-20 04:00:00-04:00,563.0,569.8,558.0,565.4,0
2021-05-20 05:00:00-04:00,565.4,565.73,559.45,562.55,0
2021-05-20 06:00:00-04:00,562.25,563.99,559.62,563.59,0
2021-05-20 07:00:00-04:00,563.55,572.19,563.0,568.85,0
2021-05-20 08:00:00-04:00,568.66,574.83,563.46,572.01,0
2021-05-20 09:00:00-04:00,572.5,574.77,571.85,573.22,0
2021-05-20 09:30:00-04:00,576.5,584.7000122070312,571.0700073242188,581.9000244140625,9226047
2021-05-20 10:30:00-04:00,581.89501953125,583.489990234375,577.1300048828125,581.4876098632812,4662965
2021-05-20 11:30:00-04:00,581.5,582.489990234375,576.3499755859375,576.8800048828125,3583353
2021-05-20 12:30:00-04:00,576.9301147460938,579.9520874023438,574.739990234375,579.3098754882812,3025984
2021-05-20 13:30:00-04:00,579.3306274414062,582.27001953125,577.89501953125,581.739990234375,2879164
2021-05-20 14:30:00-04:00,581.7000122070312,586.0,581.2000122070312,585.5859985351562,3321712
2021-05-20 15:30:00-04:00,585.469970703125,588.8499755859375,584.4249877929688,586.7000122070312,3017746
2021-05-20 16:00:00-04:00,586.49,587.57,580.1172,586.75,0
